nombre_entidad,nit_entidad,anno_paa,ppto_total,limite_menor_cuantia,limite_minima_cuantia,fecha_cargue,departamento_paa,municipio_paa
INSTITUCION EDUCATIVA RURAL CAMPOALEGRE,718994627,2023,28100000.0,285000000.0,28500000.0,2024-08-09,Caquetá,Solano
MUNICIPIO DE CIENEGA,703683508,2019,6267856432.0,231872480.0,23187248.0,2024-08-09,Boyacá,Ciénega
HOSPITAL DEPARTAMENTAL FELIPE SUAREZ E.S.E,704660760-8,2020,7435356952.0,242185020.0,24218502.0,2024-08-09,Caldas,Salamina
IE OCTAVIO CALDERON MEJIA 1,701719536-6,2023,97587581.0,324800000.0,32480000.0,2024-08-09,Antioquia,Medellín
INSTITUCION EDUCATIVA INSTITUTO QUIMBAYA,700787021,2023,93590000.0,522000000.0,52200000.0,2024-08-09,Quindío,Quimbaya
  INSTITUCION EDUCATIVA DISTRITAL LI'CEO EL SABER  ,718581945-0,2024,69020000.0,69020000.0,6902000.0,2024-08-09,Magdalena,Santa Marta
UNP,700271034-8,2017,214660057839.0,479516050.0,47951605.0,2024-08-09,Distrito Capital de Bogotá,Bogotá
INSTITUCION EDUCATIVA DISTRITAL LICEO CELEDON,718324494,2023,68700000.0,280000000.0,28000000.0,2024-08-09,Magdalena,Santa Marta
CENTRO DE VIDA CASA DE BIENESTAR DEL ANCIANO MUNICIPIO MOTAVITA,713280121,2024,3300000.0,364000000.0,36400000.0,2024-08-09,Boyacá,Motavita
PROMOTORA DE TURISMO DE NARIÑO LIMITADA TURNARIÑO LIMITADA,707232302,2024,3360155652.0,364000000.0,36400000.0,2024-08-09,Nariño,Pasto
COLEGIO AULAS COLOMBIANAS SAN LUIS IED,704291996-8,2024,96665833.0,36400000.0,3640000.0,2024-08-09,Distrito Capital de Bogotá,Bogotá
ALCALDIA DEL MUNICIPIO DE DIBULLA,702695339-0,2022,1904328500.0,280000000.0,28000000.0,2024-08-09,La Guajira,Dibulla
SUBRED INTEGRADA DE SERVICIO DE SALUD CENTRO ORIENTE E.S.E 1,702769076,2018,95505289848.0,606890248.0,60689025.0,2024-08-09,Distrito Capital de Bogotá,No definido
  INSTITUCIÓN EDUCATIVA DISTRITAL LA BELLEZA - LOS? LIBERTADORES  ,704187970-1,2023,160182050.0,324800000.0,32480000.0,2024-08-09,Distrito Capital de Bogotá,No definido
ALCALDIA MUNICIPAL DE MELGAR,705272680,2023,104846914395.0,324800000.0,32480000.0,2024-08-09,Tolima,Melgar
INSTITUCION EDUCATIVA BAJO SINAI.,702255019,2023,43254000.0,986000000.0,98600000.0,2024-08-09,Nariño,Potosí
ALCALDIA MUNICIPAL DE NORCASIA CALDAS,704662303-5,2023,1656242728.0,324800000.0,32480000.0,2024-08-09,Caldas,Norcasia
INSTITUCION EDUCATIVA ISAAC J PEREIRA,720657352,2023,79151895.0,100000000.0,10000000.0,2024-08-09,Magdalena,Ciénaga
INSTITUCION EDUCATIVA MERCEDES ABREGO,718280175-2,2022,438010352.0,280000000.0,28000000.0,2024-08-09,Córdoba,Montería
Rama Judicial  Dirección Seccional de Administración Judicial de Montería,703557983,2020,16783767487.0,877803000.0,87780300.0,2024-08-09,Córdoba,Montería
INSTITUCION EDUCATIVA LA DESPENSA,706402260-8,2023,149701470.0,324800000.0,32480000.0,2024-08-09,Cundinamarca,Soacha
MUNICIPIO DE SANTO TOMAS,710593401-3,2021,0.0,254387280000.0,25438728000.0,2024-08-09,Atlántico,Santo Tomás
ESE CENTRO DE SALUD DE MACANAL,701615023,2017,169120000.0,61810000.0,6181000.0,2024-08-09,Boyacá,Macanal
INSTITUCION EDUCATIVA VISTA HERMOSA DE SOLEDAD,718352420-7,2022,64230607.0,280000000.0,28000000.0,2024-08-09,Atlántico,Soledad
EMPRESA SOCIAL DEL ESTADO SANTA ROSA DE LIMA DE PAICOL *,703798587,2024,2126431675.0,650000000.0,65000000.0,2024-08-09,Huila,Paicol
IE NUEVA ESPERANZA,718593569,2022,30657932.0,280000000.0,28000000.0,2024-08-09,Córdoba,Montería
Empresa regional de acueducto y saneaiento basico S.A.S E.S.P,720447259,2023,190000000.0,324800000.0,32480000.0,2024-08-09,Tolima,Suárez
DEPARTAMENTO DE ANTIOQUIA,700256027-9,2016,1597895090363.0,689455000.0,68945500.0,2024-08-09,Antioquia,Medellín
INSTITUCION EDUCATIVA RURAL KILOMETRO 15,719571044,2023,97700000.0,280000000.0,28000000.0,2024-08-09,Norte de Santander,Tibú
CONCEJO MUNICIPAL RESTREPO VALLE,721525186,2024,0.0,364000000.0,36400000.0,2024-08-09,Valle del Cauca,Restrepo
ALCALDIA DE SAN JUAN DE URABA,704358332-7,2022,3000.0,280000000.0,28000000.0,2024-08-09,Antioquia,No definido
CONCEJO MUNICIPAL PACORA,720692235,2023,15152498.0,324800000.0,32480000.0,2024-08-09,Caldas,Pácora
  ESCUELA NORMAL SUPERIOR DE CALDAS  ,718410079,2022,485306384.0,650000000.0,65000000.0,2024-08-09,Caldas,Manizales
  ESTABLECIMIENTO PENITENCIARIO DE MEDIANA SEGURIDAD Y CARCELARIO DE SAN VICENTE DE CHUCURI  ,703677815-9,2018,108698675.0,100000000.0,10000000.0,2024-08-09,Santander,No definido
ALCALDIA MUNICIPAL DE FONSECA,711149658-6,2021,1168485920.0,254387280.0,25438728.0,2024-08-09,La Guajira,Fonseca
CENTRO ETNOEDUCATIVO INTEGRAL RURAL NUMAIN MALEIWA,718865702,2023,71880000.0,324800000.0,32480000.0,2024-08-09,La Guajira,Uribia
  EMPRESA SOCIAL DEL ESTADO CENTRO DE SALUD CERINZA  ,708251681,2022,302500000.0,0.0,0.0,2024-08-09,Boyacá,Cerinza
INSTITUCION EDUCATIVA RIO GRANDE,718030026,2022,95617466.0,280000000.0,28000000.0,2024-08-09,Antioquia,Turbo
ALCALDIA MUNICIPAL DE SAN JOSE DE LA MONTAÑA,704764083,2019,0.0,231872480.0,23187248.0,2024-08-09,Antioquia,San José De La Montaña
DEPARTAMENTO ADMINISTRATIVO DEL SERVICIO CIVIL DISTRITAL,702422486,2021,8451000704.0,254387280.0,25438728.0,2024-08-09,Distrito Capital de Bogotá,No definido
MUNICIPIO DE ALGECIRAS,703784405,2018,10000000.0,218747760.0,21874776.0,2024-08-09,Huila,Algeciras
EMPRESA SOCIAL DEL ESTADO HOSPITAL LAZARO ALFONSO HERNANDEZ LARA,711365049-5,2022,1812992717.0,200000000.0,500000000.0,2024-08-09,Cesar,San Alberto
  I.E FRANCISCO JOSE DE CALDAS  ,700552011,2020,194229200.0,245784840.0,24578484.0,2024-08-09,Arauca,Arauca
DEPARTAMENTO DE CUNDINAMARCA-SECRETARIA DE PLANEACION,708701222,2021,4197050469.0,908526000.0,90852600.0,2024-08-09,Distrito Capital de Bogotá,Bogotá
INSTITUCION EDUCATIVA RURAL DEPARTAMENTAL SAN RAFAEL,704883420,2022,53930618.0,20000000.0,2000000.0,2024-08-09,Cundinamarca,Yacopí
  EMPRESA SOCIAL DEL ESTADO HOSPITAL DE NAZARETH  ,703041756,2022,6131287340.0,500000000.0,50000000.0,2024-08-09,La Guajira,No definido
INSTITUCION EDUCATIVA MANUEL ELKIN  PATARROYO,718100316,2022,33533000.0,999900000.0,99990000.0,2024-08-09,Casanare,Sabanalarga
CENTRO EDUCATIVO RURAL EL BIJAO,719086159,2022,10051122.0,100000000.0,10000000.0,2024-08-09,Antioquia,Chigorodó
INSTITUCION EDUCATIVA SEGOVIANAS,705214435-3,2024,27902708.0,364000000.0,36400000.0,2024-08-09,Huila,La Plata
INSTITUCIÓN EDUCATIVA RURAL ROSALIA HOYOS,718321144-8,2024,72766566.0,364000000.0,36400000.0,2024-08-09,Antioquia,Marinilla
MUNICIPIO DE LA CEJA,702529231,2021,26171128960.0,254387280.0,25438728.0,2024-08-09,Antioquia,La Ceja
INSTITUCION EDUCATIVA AGROPECUARIA ALTO DEL REY,719749780,2024,65085401.0,1300000000.0,130000000.0,2024-08-09,Cauca,El Tambo
  INSTITUTO MUNICIPAL DE DEPORTE RECREACION Y EDUCACION FISICA DE TRUJILLO IMDEREF1  ,717087266,2023,94629890.0,94629890.0,9462989.0,2024-08-09,Valle del Cauca,Trujillo
MINJUSTICIA..,700103013,2020,74827434123.0,395011350.0,39501135.0,2024-08-09,Distrito Capital de Bogotá,No definido
INSTITUCION EDUCATIVA LIBANO,718847023,2024,34431227.0,2600000.0,2600000.0,2024-08-09,Cesar,San Alberto
BIBLIOTECA DEPARTAMENTAL JORGE GARCES BORRERO,702458464,2018,3205818591.0,218747760.0,21874776.0,2024-08-09,Valle del Cauca,No definido
ESTABLECIMIENTO PENITENCIARIO DE MEDIANA SEGURIDAD Y CARCELARIO DE TUMACO,703706218-3,2018,136772188.0,781242000.0,78124200.0,2024-08-09,Nariño,Tumaco
INSTITUCION EDUCATIVA DEPARTAMENTAL AGROINDUSTRIAL SANTIAGO DE CHOCONTA,700581127,2023,195246000.0,324800000.0,32480000.0,2024-08-09,Cundinamarca,No definido
EMPRESA SOCIAL DEL ESTADO METROSALUD,704755099,2023,483538185518.0,1480000000.0,148000000.0,2024-08-09,Antioquia,Medellín
COMANDO DE APOYO LOGÍSTICO DE INFANTERIA DE MARINA,700622012,2018,868889910.0,781242000.0,78124200.0,2024-08-09,Distrito Capital de Bogotá,Bogotá
Rama Judicial- Dirección Seccional de Administración Judicial de Bogotá,700583172-3,2023,65215335317.0,1160000000.0,116000000.0,2024-08-09,Distrito Capital de Bogotá,No definido
MUNICIPIO DE MUTATA,700695026,2019,9136913623.0,231872480.0,23187248.0,2024-08-09,Antioquia,No definido
INSTITUCION EDUCATIVA MUNICIPAL CIUDADELA DE LA PAZ,718860695-1,2024,196323417.0,845000000.0,84500000.0,2024-08-09,Nariño,Pasto
INSTITUTO MUNICIPAL DE EDUCACION PARA EL TRABAJO Y DESARROLLO HUMANO DE YUMBO -IMETY-,704247972,2022,5090266619.0,280000000.0,28000000.0,2024-08-09,Valle del Cauca,Yumbo
INSTITUCION EDUCATIVA SAN ANTONIO DE PADUA*,719115040,2021,6600000.0,20000000.0,2000000.0,2024-08-09,Cauca,Timbío
INSTITUCION EDUCATIVA CONCENTRACION ESCOLAR SAN JUAN,705851285-5,2022,49200000.0,280000000.0,28000000.0,2024-08-09,Sucre,San Juan De Betulia
INSTITUCION EDUCATIVA TECNICO AGROPECUARIO GUILLERMO PATRON,718644289,2024,49450000.0,245784840.0,24578484.0,2024-08-09,Sucre,Corozal
INSTITUCION EDUCATIVA RURAL DEPARTAMENTAL DE SUBIA,704942440,2019,129015430.0,331972650.0,33197265.0,2024-08-09,Cundinamarca,Silvania
  CO(LEGIO MARSELLA IED  ,704187434,2024,179810000.0,364000000.0,36400000.0,2024-08-09,Distrito Capital de Bogotá,No definido
E.S.E. HOSPITAL LOCAL DE ZONA BANANERA,704356336,2022,8411000000.0,500000000.0,50000000.0,2024-08-09,Magdalena,Zona Bananera
INSTITUCION EDUCATIVA DEPARTAMENTAL TECNICA LUIS ANTONIO ESCOBAR,704080043,2024,119200000.0,364000000.0,36400000.0,2024-08-09,Cundinamarca,Villapinzón
SANTIAGO DE CALI DISTRITO ESPECIAL - SECRETARIA DEL DEPORTE Y LA RECREACIÓN,702440603,2021,94832416632.0,908526000.0,90852600.0,2024-08-09,Valle del Cauca,Cali
  INSTITUCION EDUCATIVA SANTA ELENA  ,719960759,2023,34719910.0,1160000000.0,116000000.0,2024-08-09,Cauca,Piendamó
CONCEJO MUN:ICIPAL ARCABUCO,704296748-2,2024,0.0,364000000.0,52000000.0,2024-08-09,Boyacá,No definido
INSTITUCION EDUCATIVA INTEGRADO DE LA GLORIA,705180115,2022,50767027.0,20000000.0,2000000.0,2024-08-09,Cesar,La Gloria
ESTABLECIMIENTO PENITENCIARIO DE MEDIANA SEGURIDAD Y CARCELARIO DE TUQUERRES,703021014-4,2020,109647980.0,877803000.0,87780300.0,2024-08-09,Nariño,Túquerres
COMANDO GENERAL DE LAS FUERZAS MILITARES,700406036,2023,69147734657.0,1160000000.0,116000000.0,2024-08-09,Distrito Capital de Bogotá,Bogotá
INSTITUCION EDUCATIVA JOSE MARIA CORDOBA,701844250,2017,165000000.0,206560760.0,20656076.0,2024-08-09,Córdoba,Puerto Libertador
ESCUELA NORMAL SUPERIOR SANTA ANA DE BARANOA,718722796-6,2022,168923168.0,280000000.0,28000000.0,2024-08-09,Atlántico,Baranoa
EMPRESA DE SERVICIOS PUBLICOS DE TARSO S.A. E.S.P.,705410439,2019,201800000.0,0.0,0.0,2024-08-09,Antioquia,Tarso
  COLEGIO OFICIA=L NUESTRA SEÑORA DEL ROSARIO  ,718391295,2024,115876829.0,364000000.0,36400000.0,2024-08-09,Santander,Málaga
INPEC - ESTABLECIMIENTO PENITENCIARIO Y CARCELARIO DE SANTO DOMINGO,703670810-5,2020,161807895.0,877803000.0,87780300.0,2024-08-09,Antioquia,Santo Domingo
INSTITUCIÓN EDUCATIVA DISTRITAL LA BELLEZA - LOS LIBERTADORES,704187970-0,2022,143109735.0,280000000.0,28000000.0,2024-08-09,Distrito Capital de Bogotá,No definido
MUNICIPIO SAN VICENTE DEL CAGUAN,702318098,2022,0.0,280000000.0,28000000.0,2024-08-09,Caquetá,San Vicente Del Caguán
CENT\RO CULTURAL BACATA,704079797,2020,5026832814.0,245784850.0,24578485.0,2024-08-09,Cundinamarca,Funza
INSTITUCION EDUCATIVA MUNICIPAL TECNICO INDUSTRIAL - PASTO,709106793,2024,684440795.0,684440795.0,68444079.0,2024-08-09,Nariño,Pasto
DIRECCION DE SANIDAD EJERCITO DISPENSARIO MEDICO YOPAL,703001578,2022,11682841902.0,1000000000.0,100000000.0,2024-08-09,Casanare,Yopal
COLEGIO EL PARAISO DE MANUELA BELTRAN IED,703924241,2024,212353496.0,364000000.0,36400000.0,2024-08-09,Cundinamarca,No definido
MUNICIPIO DE GUARNE,702436494-4,2023,113518234404.0,324800000.0,32480000.0,2024-08-09,Antioquia,Guarne
PERSONERIA MUNICIPAL DE SAN SEBASTIAN DE MARIQUITA,703914895-2,2024,15600000.0,364000000.0,36400000.0,2024-08-09,Tolima,Mariquita
INSTITUCION EDUCATIVA ESCUELA NORMAL SUPERIOR RAFAEL MARIA GIRALDO,719611196,2023,276860749.0,324800000.0,32480000.0,2024-08-09,Antioquia,Marinilla
INSTITUCIÓN EDUCATIVA PROPIA BILINGUE E INTERCULTURAL NASA IEPBIN MANUEL QUINTIN LAME CHANTRE,721009397,2024,62162505.0,36400000.0,3640000.0,2024-08-09,Putumayo,Puerto Asís
IECCOLON,705461879,2024,131055091.0,364000000.0,36400000.0,2024-08-09,Quindío,No definido
  INSTITUCION EDUCATIVA/ JOSE ASUNION SILVA*/  ,723122347,2024,104035200.0,364000000.0,36400000.0,2024-08-09,Arauca,Arauca
CONCEJO MUNICIPAL DE TUNJA,708041447,2022,1306287934.0,309240684.0,30924068.0,2024-08-09,Boyacá,Tunja
ASAMBLEA DEPARTAMENTAL DE BOYACÁ,714902731-6,2023,1356320591.0,324800000.0,32480000.0,2024-08-09,Boyacá,Tunja
ESTABLECIMIENTO PENITENCIARIO DE MEDIANA SEGURIDAD Y CARCELARIO DE CALARCA,703719195-5,2020,824538716.0,877803000.0,87780300.0,2024-08-09,Quindío,Calarca
ESTABLECIMIENTO PENITENCIARIO DE MEDIANA SEGURIDAD Y CARCELARIO DE ISTMINA,703971531-3,2018,123734643.0,781242000.0,78124200.0,2024-08-09,Chocó,Istmina
CENTRO EDUCATIVO PALACIO,705829935,2023,7430000.0,245784840.0,24578484.0,2024-08-09,Sucre,San Onofre
INSTITUCION EDUCATIVA! LA LIBERTAD - LA CUMBRE,717978092,2023,134676087.0,232000000.0,23200000.0,2024-08-09,Valle del Cauca,La Cumbre
ALCALDIA MUNICIPAL DE VALLEDUPAR,703639690,2019,1405424046.0,703898600.0,70389860.0,2024-08-09,Cesar,Valledupar
Rama Judicial  Dirección Seccional de Administración Judicial de Tunja,706459542,2019,8719153265.0,828116000.0,82811600.0,2024-08-09,Boyacá,Tunja
  INSTITUCION EDUCATIVA DE PUERTO LOPEZ  ,711269258,2023,80671332.0,280000000.0,28000000.0,2024-08-09,Bolívar,Pinillos
INSTITUCION EDUCATIVA NORMAL SUPERIOR SAN ROQUE,718104680-6,2023,101500000.0,23200000.0,2320000.0,2024-08-09,Antioquia,San Roque
  INSTITUCION EDUCATIVA DISTRITAL CEB 103  ,718379118,2023,39900000.0,75400000.0,7540000.0,2024-08-09,Atlántico,Barranquilla
centro educaivo rural la sagrada familia,723937058-9,2024,19923322.0,32480001.0,23200001.0,2024-08-09,Norte de Santander,Mutiscua
INPEC+,700674096,2016,148029790697.0,689455000.0,68945500.0,2024-08-09,Distrito Capital de Bogotá,Bogotá
  ARC-BACAIM6  ,701175051,2021,17844834102.0,908526000.0,90852600.0,2024-08-09,Sucre,Coveñas
Personería Munici-pal de Anapoima,723589313,2023,1500000.0,324800000.0,32480000.0,2024-08-09,Cundinamarca,Anapoima
COLEGIO NUEVO CHILE INSTITUCION EDUCATIVA DISTRITAL,704198084,2024,210750000.0,210750000.0,21075000.0,2024-08-09,Distrito Capital de Bogotá,Bogotá
CGA,700270010-9,2017,3872299545.0,206560760.0,20656076.0,2024-08-09,Antioquia,Medellín
ALCALDIA LOCAL DE USAQUEN,702413634,2022,37123097494.0,280000000.0,28000000.0,2024-08-09,Distrito Capital de Bogotá,Bogotá
EMPRESA DE SERVICIOS PUBLICOS DEL MUNICIPIO DE LA PLATA HUILA,718675960,2022,0.0,2000000000.0,200000000.0,2024-08-09,Huila,La Plata
  INSTITUCION EDUCATIVA SOACHA AVANZA LA UNIDAD  ,713200186-2,2022,207168099.0,280000000.0,28000000.0,2024-08-09,Cundinamarca,Soacha
INSTITUCIÓN EDUCATIVA NUESTRA SEÑORA DEL LA NAVAL,718661390-0,2024,27591100.0,324800000.0,32480000.0,2024-08-09,Boyacá,Muzo
  INSTITUCION EDUCATI;VA SAN ISIDRO  ,720688167,2024,61301599.0,364000000.0,36400000.0,2024-08-09,Caldas,Belalcázar
ESM COMANDO AEREO DE COMBATE No. 4,716487046,2023,1282503634.0,1160000000.0,116000000.0,2024-08-09,Tolima,Melgar
COLEGIO MARCO FIDEL SUAREZ IED,704192186,2024,481512266.0,60000000.0,100000000.0,2024-08-09,Distrito Capital de Bogotá,Bogotá
CENTRO EDUCATIVO EL PITAL,719968109-9,2024,7108600.0,364000000.0,36400000.0,2024-08-09,Sucre,San Marcos
INSTITUCION EDUCATIVA MISAEL PASTRANA BORRERO,703898098-0,2023,138170509.0,850000000.0,85000000.0,2024-08-09,Nariño,Tangua
EMPRESA PUBLICA DE MADRID,719687899,2024,2387561733.0,1950000000.0,195000000.0,2024-08-09,Cundinamarca,Madrid
COLEGIO CARLO+S PIZARRO LEON-GOMEZ,704198068,2024,547573049.0,364000000.0,36400000.0,2024-08-09,Distrito Capital de Bogotá,Bogotá
INSTITUCION EDUCATIVA CENTRO PILOTO SIMON BOLIVAR,718018633,2022,99305004.0,280000000.0,28000000.0,2024-08-09,Santander,Bucaramanga
INSTITUCION EDUCATIVA COYARCO,706044435-2,2024,45050200.0,36400000.0,364000000.0,2024-08-09,Tolima,Coyaima
INSTITUCION EDUCATIVA DISTRITAL EL PORVENIR,704271329,2024,503835205.0,36400000.0,364000000.0,2024-08-09,Distrito Capital de Bogotá,Bogotá
INSTITUTO DE DEPORTE Y RECREACION DEL META,702220054,2023,37108947741.0,324800000.0,32480000.0,2024-08-09,Meta,Villavicencio
  UNIVERSIDAD DE PAMPLONA  ,702209743,2022,16808757498.0,300000000.0,30000000.0,2024-08-09,Norte de Santander,Pamplona
INSTITUCION EDUCATIVA GILBERTO ALZATE AVENDAÑO 1,718437718,2023,17255191.0,324800000.0,32480000.0,2024-08-09,Valle del Cauca,Caicedonia
  INSTITUCION EDUCAT:IVA SAN PIO X.  ,704668359,2023,237480259.0,754000000.0,75400000.0,2024-08-09,Caldas,No definido
MUNICIPIO DE SANTA ROSA DEL SUR,702856832,2019,0.0,231872480.0,23187248.0,2024-08-09,Bolívar,Santa Rosa Del Sur
ESTABLECIMIENTO CARCELARIO SANTA FE DE ANTIOQUIA,703851626-9,2018,100898038.0,781242000.0,78124200.0,2024-08-09,Antioquia,Santafé De Antioquia
INSTITUCION EDUCATIVA TECNICA DIEGO DE TORRES,718947443-9,2023,52495000.0,280000000.0,28000000.0,2024-08-09,Boyacá,Turmequé
INSTITUCION EDUCATIVA MARIA AUXILIADORA //,718498926,2022,134639286.0,280000000.0,28000000.0,2024-08-09,Huila,Elías
EMPRESA SOCIAL DEL ESTADO HOSPI;TAL SAN ANTONIO,704363118,2023,1008649098.0,58000000.0,58000000.0,2024-08-09,Antioquia,Caramanta
FONDO DE VIVIENDA DE INTERES SOCIAL Y REFORMA URBANA DISTRITAL DE CARTAGENA DE INDIAS,704717206,2019,27448632997.0,231872480.0,23187248.0,2024-08-09,Bolívar,No definido
EMPRESA SOCIAL DEL ESTADO HOSPITAL SANTA LUCIA,704583012-0,2024,2430487840.0,130000000.0,19500000.0,2024-08-09,Tolima,Roncesvalles
INSTITUCION EDUCATIVA MANUEL ANTONIO BONILLA,718080724-6,2022,107755655.0,280000000.0,28000000.0,2024-08-09,Valle del Cauca,La Victoria
ESTABLECIMIENTO PENITENCIARIO DE MEDIANA SEGURIDAD Y CARCELARIO DE BARRANCABERMEJA,703083030,2018,343313430.0,781242000.0,78124200.0,2024-08-09,Santander,Barrancabermeja
INSTITUCION EDUCATIVA ROBERTO PELAEZ,719750291,2024,34800000.0,364000000.0,36400000.0,2024-08-09,Caldas,Aguadas
MUNICIPIO DE TORO,704975077,2023,336031905.0,324800000.0,32480000.0,2024-08-09,Valle del Cauca,Toro
INSTITUCIÓN EDUCATIVA FE Y ALEGRIA JOSE MARIA VELAZ,712578095,2024,67285896.0,1300000000.0,130000000.0,2024-08-09,Antioquia,Medellín
CORPORACIÓN NACIONAL PARA LA RECONSTRUCCIÓN DE LA CUENCA DEL RIO PÁEZ Y ZONAS ALDEAÑAS NASA KIWE,700124027,2019,11404875528.0,231872480.0,23187248.0,2024-08-09,Cauca,Popayán
EMPRESA SOCIAL DEL ESTADO HOSPITAL NAZARETH,705600666-8,2024,6161089393.0,1740000000.0,174000000.0,2024-08-09,Risaralda,Quinchía
INSTITUCION EDUCATIVA MARCO FIDEL SUAREZ,719541187,2024,156100000.0,364000000.0,34600000.0,2024-08-09,Caldas,La Dorada
INSTITUCION EDUCATIVA DE LA RIBONA,724103130-8,2023,36787731.0,324800000.0,32480000.0,2024-08-09,Bolívar,Cartagena
EMPRESA SOCIAL DEL ESTADO HOSPITAL LUIS ANTONIO MOJICA DE NATAGA,704854165,2022,1027387685.0,200000000.0,20000000.0,2024-08-09,Huila,Nátaga
IED NUESTRA SEÑORA DEL CARMEN,705463529,2024,20268020.0,364000000.0,36400000.0,2024-08-09,Cundinamarca,Junín
INSTITUCION EDUCATIVA VILLA FLORA,718524234,2023,60591058.0,200000000.0,20000000.0,2024-08-09,Antioquia,Medellín
  INSTITUCION EDUCATIVA SANTA }ANA MIRANDA CAUCA  ,711372052,2023,66806512.0,1160000000.0,116000000.0,2024-08-09,Cauca,Miranda
ALCALDÍA DE PORE,702676552,2020,72000000.0,245784840.0,24578484.0,2024-08-09,Casanare,Pore
  FONDO DE VALORIZACION@ DEL MUNICIPIO DE MEDELLIN  ,712170091,2022,9952269983.0,450000000.0,45000000.0,2024-08-09,Antioquia,Medellín
INSTITUCION EDUCATIVA MUNICIPAL EL SOCORRO,718938582,2023,490467009.0,754000000.0,75400000.0,2024-08-09,Nariño,Pasto
INSTITUCION EDUCATIVA FE Y ALEGRIA POPULAR Nº 1,718954084-0,2024,131516948.0,36400000.0,364000000.0,2024-08-09,Antioquia,Medellín
INSTITUCION EDUCATIVA CULEBRA ARRIBA,718817083-6,2023,31998519.0,324800000.0,32480000.0,2024-08-09,Córdoba,Cotorra
^  INSTITUCIÓN EDUCATIVA RURAL JOSE ANTONIO GALAN  ,718360530,2024,555719734.0,845000000.0,84500000.0,2024-08-09,Caldas,Manizales
CORPORACION MUSEO HISTORICO DE CARTAGENA DE INDIAS,704441492,2024,1858592228.0,364000000.0,36400000.0,2024-08-09,Bolívar,Cartagena
I.E.DE NAZARETH,706474103,2022,50154240.0,280000000.0,28000000.0,2024-08-09,Boyacá,No definido
FISCALÍA GENERAL DE LA NACIÓN REGIONAL PACÍFICO,704795558-9,2021,2110814205.0,908526000.0,90852600.0,2024-08-09,Valle del Cauca,No definido
INSTITUCION ED[UCATIVA MUNICIPAL CRIOLLO,718904345,2023,209046291.0,324800000.0,32480000.0,2024-08-09,Huila,Pitalito
INSTITUCION EDUCATIVA ANTONIO JOSE DE SUCRE,718436421,2024,39820012.0,195000000.0,19500000.0,2024-08-09,Valle del Cauca,Trujillo
MINISTERIO DEL TRABAJO DIRECCION TERRITORIAL DEL AMAZONAS,703744052,2022,56000000.0,999999999.0,100000000.0,2024-08-09,Amazonas,No definido
EMPRESA DE DESARROLLO URBANO Y VIVIENDA DE INTERES SOCIAL DE BARRANCABERMEJA,703599134,2019,2292267724.0,231872480.0,23187248.0,2024-08-09,Santander,Barrancabermeja
INSTITUCIÓN EDUCATIVA DEPARTAMENTAL TISQUESUSA,708686480-6,2022,177525469.0,200000000.0,20000000.0,2024-08-09,Cundinamarca,Susa
  EMPRESA DEPARTAMENTAL DE SERVICIOS PUBLICOS DE CASANARE ACUATODOS S A E S P  ,705754851-9,2022,81603202202.0,280000000.0,28000000.0,2024-08-09,Casanare,Yopal
ESTABLECIMIENTO PENITENCIARIO DE MEDIANA SEGURIDAD Y CARCELARIO SANTA ROSA DE CABAL,703388553,2022,150619848.0,1000000000.0,100000000.0,2024-08-09,Risaralda,Santa Rosa De Cabal
E.S.E. HOSPITAL DEPARTAMENTAL SAN VICENTE DE PAUL,701666380-8,2020,104162068478.0,9280000.0,928000.0,2024-08-09,Huila,Garzón
FONDO DE VIVIENDA DE INTERES SOCIAL Y REFORMA URBANA DISTRITAL DE CARTAGENA DE INDIAS,704717206-2,2020,21910304967.0,245784840.0,24578484.0,2024-08-09,Bolívar,No definido
INSTITUTO DEPARTAMENTAL DE DEPORTES Y RECREACION DEL CAUCA,709070197-3,2021,7247162476.0,254387280.0,25438728.0,2024-08-09,Cauca,Popayán
INSTITUCIÓN EDUCATIVA COLEGIO DE SAN SIMON,718291222,2022,255189806.0,280000000.0,28000000.0,2024-08-09,Tolima,Ibagué
POLICÍA METROPOLITANA DE MANIZALES,701699357,2021,9562498726.0,908526000.0,90852600.0,2024-08-09,Caldas,Manizales
CENTRO EDUCATIVO INDIGENA SIUKARO RESGUARDO INDIGENA DE CHAPARRAL BARRO NEGRO,719696742-0,2022,22500000.0,50000000.0,20000000.0,2024-08-09,Casanare,Támara
INSTIT)UCION EDUCATIVA TECNICA CIUDAD DE CALI,719238842,2024,176716928.0,280.0,28.0,2024-08-09,Valle del Cauca,Cali
  INSTI&TUCION EDUCATIVA VILLA DE SAN ANDRES  ,718455538,2024,76340667.0,364000000.0,36400000.0,2024-08-09,Cesar,Aguachica
EMPRESA SOCIAL DEL ESTADO TIERRADENTRO,710233214,2023,8283397700.0,174000000.0,17400000.0,2024-08-09,Cauca,Paez
INSTITUCION EDUCATIVA JORGE ELIECER GAITAN,719925133-9,2024,5500000.0,364000000.0,36400000.0,2024-08-09,Cesar,González
MUNICIPIO DE GUARNE,702436494,2022,51051057751.0,280000000.0,28000000.0,2024-08-09,Antioquia,Guarne
AGENCIA NACIONAL DE TIERRAS - ANT,702066010,2019,200347830662.0,538275400.0,53827540.0,2024-08-09,Distrito Capital de Bogotá,Bogotá
